job_title,salary_from,salary_to,currency,company,main_location,skill_tag1,skill_tag2,skill_tag3,is_multi_location,is_fully_remote,link
Ruby on Rails Developer,14 000,19 000,PLN,Foodsi Sp. z o.o.,Warszawa,Polish,Ruby on Rails,RSpec,False,False,https://justjoin.it/job-offer/foodsi-sp-z-o-o--ruby-on-rails-developer-warszawa-ruby-b078c0f8
Senior Backend Engineer,24 000,30 000,PLN,Hard Rock Digital,Poland (Remote),PostgreSQL,Java,,True,True,https://justjoin.it/job-offer/hard-rock-digital-senior-backend-engineer-poland-remote--java
Senior C++ & Computer Vision developer | PL AI startup,22 000,28 000,PLN,From Poland With Dev,Kraków,WinApi,C++,,True,True,https://justjoin.it/job-offer/from-poland-with-dev-senior-c-computer-vision-developer-pl-ai-startup-krakow-c
Fullstack Developer (Kotlin + React),22 000,25 000,PLN,STEPWISE,Warszawa,Kotlin,CI/CD,English,True,True,https://justjoin.it/job-offer/stepwise-fullstack-developer-kotlin-react--warszawa-java
Unity Developer,26 680,30 240,PLN,Team Up,Warszawa,Unity,C#,mobile gaming,True,True,https://justjoin.it/job-offer/team-up-unity-developer-warszawa-game
Cloud Migration Manager,35 280,43 680,PLN,7N,Warszawa,Oracle,Cloud,migration,False,False,https://justjoin.it/job-offer/7n-cloud-migration-manager-warszawa-architecture
PHP Developer,19 000,23 000,PLN,Redvike,Kraków,PHP,Symfony,Yii,True,True,https://justjoin.it/job-offer/redvike-php-developer-krakow-php
Fullstack Developer (NodeJS + ReactJS) - Smart City,24 000,30 000,PLN,Incubly,Łódź,JavaScript,Node.js,REST,False,False,https://justjoin.it/job-offer/incubly-fullstack-developer-nodejs-reactjs---smart-city-lodz-javascript
Support Specialist – Fintech/ Crypto,10 000,13 000,PLN,Incubly,Łódź,REST,SOAP,Okta,False,False,https://justjoin.it/job-offer/incubly-business-application-engineer---fintech-crypto-lodz-support
Python Developer,12 000,16 800,PLN,VML Enterprise Solutions,Poznań,Python,Flask,fastapi,False,False,https://justjoin.it/job-offer/vml-enterprise-solutions-python-developer-poznan-python
Specialist Engineering (SRE),28 560,33 600,PLN,Antal Sp. z o.o.,Kraków,DevOps,AWS,Splunk,False,False,https://justjoin.it/job-offer/antal-sp-z-o-o--specialist-engineering-sre--krakow-python
Specialist Engineering (SRE),28 560,33 600,PLN,Antal Sp. z o.o.,Kraków,AWS,Splunk,Python,False,False,https://justjoin.it/job-offer/antal-sp-z-o-o--specialist-engineering-sre--krakow-devops
Senior Data Scientist - Computer Vision,26 000,36 000,PLN,Tesco Technology,Kraków,Python,Pandas,Docker,False,False,https://justjoin.it/job-offer/tesco-technology-senior-data-scientist---computer-vision-krakow-data
Senior Ruby On Rails Developer,19 000,25 000,PLN,Siepomaga.pl,Poznań,SQL,RSpec,Ruby,True,True,https://justjoin.it/job-offer/siepomaga-pl-senior-ruby-on-rails-developer-poznan-ruby
DevOps Engineer,23 000,32 000,PLN,CLOUDFIDE,Warszawa,Azure DevOps,Terraform,,True,True,https://justjoin.it/job-offer/cloudfide-devops-engineer
Senior Data Engineer,34 000,40 000,PLN,Sunscrapers,Warszawa,Python,SQL,Snowflake,False,True,https://justjoin.it/job-offer/sunscrapers-senior-data-engineer-warszawa-data
Senior Data Engineer,19 362,24 526,PLN,Ciklum,Gdańsk,Power BI,SQL,DAX,True,True,https://justjoin.it/job-offer/ciklum-senior-data-engineer-gdansk-data
Senior/Expert Ruby Software Engineer,21 514,27 968,PLN,Ciklum,Gdańsk,Terraform,RDBMS,AWS,True,True,https://justjoin.it/job-offer/ciklum-senior-expert-ruby-software-engineer-gdansk-ruby
Data Scientist,16 000,20 000,PLN,Experis Manpower Group,Warszawa,Python,PySpark,,True,True,https://justjoin.it/job-offer/experis-manpower-group-data-scientist-warszawa-data
Data & Integration Architect,180,195,,emagine Polska,Warszawa,Software Architecture,Big Data,AWS,False,False,https://justjoin.it/job-offer/emagine-polska-data-integration-architect-warszawa-architecture
.NET Developer,16 800,23 500,PLN,H2B Group,Gdańsk,.NET C#,CosmosDB,API Gateaway,True,True,https://justjoin.it/job-offer/h2b-group--net-developer-gdansk-net
Platfrom Engineer / SRE,18 000,28 000,PLN,AVSystem,Kraków,Prometheus,Kubernetes,Linux,False,True,https://justjoin.it/job-offer/avsystem-platfrom-engineer-sre-krakow-devops
Cybersecurity Analyst (SOC Tier 3),22 000,25 000,PLN,Hays Poland,Kraków,Information Security,Incident Response,SIEM,False,False,https://justjoin.it/job-offer/hays-poland-cybersecurity-analyst-soc-tier-3--krakow-security
Software Integration Engineer,10 920,21 000,PLN,UNIVIO,Wrocław,Java,Mulesoft Enterprise,,True,False,https://justjoin.it/job-offer/univio-software-integration-engineer-wroclaw-java
Senior Java Developer- Smart City,19 000,24 000,PLN,Incubly,Łódź,CI/CD,Java,Spring Boot,False,False,https://justjoin.it/job-offer/incubly-senior-java-developer--smart-city-lodz-java
Senior Staff FPGA,18 000,26 000,PLN,Antal Sp. z o.o.,Wrocław,Hardware,IP,RTL,False,False,https://justjoin.it/job-offer/antal-sp-z-o-o--senior-staff-fpga-wroclaw-other
Senior Software Engineer-SAST,28 545,30 584,PLN,Mend.io,Poland,Java,Software Design,,True,True,https://justjoin.it/job-offer/mend-io-senior-software-engineer-sast-poland-java
Senior QA Automation Engineer,24 467,26 506,PLN,Mend.io,Poland,Automated Testing,Python,QA,True,True,https://justjoin.it/job-offer/mend-io-senior-qa-automation-engineer-poland-python
Database Engineer,27 968,30 549,PLN,VIER GmbH,Poznań,MySQL,Ansible,", Prometheus",False,False,https://justjoin.it/job-offer/vier-gmbh-database-engineer-poznan-data
Fullstack Developer (.Net + Vue),20 000,25 000,PLN,Lottomerkury Sp. z o.o.,Warszawa,SQL,NoSQL,Nuxt,False,False,https://justjoin.it/job-offer/lottomerkury-sp-z-o-o-fullstack-developer-ner-vue
Senior Product Manager,16 350,21 083,PLN,Ciklum,Wrocław,Product Management,SDLC,,True,True,https://justjoin.it/job-offer/ciklum-senior-product-manager-wroclaw-pm-4095d253
Lead Data Engineer,25 200,30 200,PLN,Holisticon Insight,Wrocław,English,Power BI,DBT,False,True,https://justjoin.it/job-offer/holisticon-insight-lead-data-engineer-wroclaw-data
Site Reliability Engineer,30 000,35 000,PLN,j-labs,Kraków,CI/CD,Jenkins,Kubernetes,False,False,https://justjoin.it/job-offer/j-labs-site-reliability-engineer-krakow-devops
Hadoop Administrator,15 000,25 000,PLN,Kevin Edward,Warszawa,Apache Hadoop,Big Data,Spark,False,False,https://justjoin.it/job-offer/kevin-edward-hadoop-administrator-warszawa-admin
Oracle Cloud Architect - OCI,43 027,60 238,PLN,Kevin Edward,Bruksela,Oracle,Cloud,DevOps,False,False,https://justjoin.it/job-offer/kevin-edward-oracle-cloud-architect---oci-bruksela-architecture
Senior C++ developer with React or React Native,21 000,33 000,PLN,Callstack,Wrocław,C++,React,React Native,False,True,https://justjoin.it/job-offer/callstack-senior-c-developer-with-react-or-react-native-wroclaw-c
Senior DevOps Engineer - Cross Platform Team,10 000,22 000,PLN,ING Bank Śląski,Warszawa,Python,Bash,redhat,False,False,https://justjoin.it/job-offer/ing-bank-slaski-senior-devops-engineer---cross-platform-team-warszawa-devops
Life Sciences Project Manager,34 422,43 027,PLN,Kevin Edward,Bruksela,Project Management,Computer System Validation,validation,False,False,https://justjoin.it/job-offer/kevin-edward-life-sciences-project-manager-bruksela-pm
Middle Full stack .NET Engineer,16 312,18 351,PLN,N-iX,Kraków,Angular,ASP.NET,,True,True,https://justjoin.it/job-offer/n-ix-middle-full-stack-net-engineer-krakow-net
IT Area Lead - Tribe Aplikacji Korporacyjnych,20 000,28 000,PLN,ING Bank Śląski,Warszawa,JavaScript,Python,Spring Boot,False,False,https://justjoin.it/job-offer/ing-bank-slaski-it-area-lead---tribe-aplikacji-korporacyjnych-warszawa-java
Specjalista ds. Integracji,18 480,26 880,PLN,7N,Warszawa,IBM App Connect Enterprise,IBM,CI/CD,False,True,https://justjoin.it/job-offer/7n-specjalista-ds-integracji-warszawa-other
Tester Automatyczny (Appium),18 000,20 160,PLN,makeitright,Warszawa,Appium,Jira,Java,False,False,https://justjoin.it/job-offer/makeitright-tester-automatyczny-appium--warszawa-testing
Frontend Developer,10 800,16 800,PLN,Netguru,Warszawa,Testing,React,Web Applications,True,True,https://justjoin.it/job-offer/netguru-frontend-developer-warszawa-javascript-6c98b85c
Mobile Tech Leader/ Team Leader - Smart City,26 000,30 000,PLN,Incubly,Łódź,Team Management,Team Leadership,Mobile Development,False,True,https://justjoin.it/job-offer/incubly-mobile-tech-leader-team-leader---smart-city-lodz-mobile
HSBCJP00051624 IT Service Owner and IT Service Manager,25 200,28 560,PLN,Antal Sp. z o.o.,Kraków,IT,PM,,False,False,https://justjoin.it/job-offer/antal-sp-z-o-o--hsbcjp00051624-it-service-owner-and-it-service-manager-krakow-pm
Node.js Developer,19 000,27 000,PLN,Redvike,Kraków,Node.js,SOA,Docker,True,True,https://justjoin.it/job-offer/redvike-node-js-developer-krakow-javascript
Administrator Systemów IT,11 000,17 000,PLN,Macrix Polska,Poznań,Linux,Jira,Cybersecurity,False,False,https://justjoin.it/job-offer/macrix-polska-administrator-systemow-it-poznan-admin
Senior React and Scala/JAVA Developer (Investment Banking Tech),22 000,25 000,PLN,HSBC Service Delivery,Kraków,Scala,React,Java,False,False,https://justjoin.it/job-offer/hsbc-service-delivery-senior-react-and-scala-java-developer-investment-banking-tech--krakow-java-f0c7dc85
iOS Team Leader,20 000,25 000,PLN,Grupa Blix,Poznań,Polish,XCode,SOLID Principles,True,True,https://justjoin.it/job-offer/grupa-blix-ios-team-leader-poznan-mobile
Backend Developer with Go,17 000,25 000,PLN,Text SA,Wrocław,Golang,Databases,Node.js,False,False,https://justjoin.it/job-offer/text-sa-backend-developer-with-go-wroc-aw-go
Angular Developer,17 000,20 000,PLN,SYZYGY,Warszawa,nx,RxJS,NgRx,False,False,https://justjoin.it/job-offer/syzygy-angular-developer-warszawa-javascript
Java Developer,15 000,20 000,PLN,Lottomerkury Sp. z o.o.,Warszawa,Hibernate,Git,Microsoft SQL,False,False,https://justjoin.it/job-offer/lottomerkury-sp-z-o-o-java-developer-warszawa
Data Engineer (Fulfillment),20 000,30 000,PLN,Tesco Technology,Kraków,Spark,Scala,HDFS,False,False,https://justjoin.it/job-offer/tesco-technology-data-engineer-fulfillment-krakow
Software Engineer (Machine Learning - MLOps),20 000,27 000,PLN,Tesco Technology,Kraków,Python,Machine Learning,Splunk,False,False,https://justjoin.it/job-offer/tesco-technology-software-engineer-machine-learning-mlops
Software Project Manager/Product Owner,18 000,30 000,PLN,CodeTwo - HRejterzy,Jelenia Góra,Analytical Thinking,,,True,True,https://justjoin.it/job-offer/codetwo-hrejterzy-software-project-manager-product-owner-jelenia-gora
QA Test Manager,20 000,22 000,PLN,Dun&Bradstreet,Warszawa,Quality Assurance,Performance testing,Manual Testing,False,False,https://justjoin.it/job-offer/dun-bradstreet-qa-test-manager-warszawa-testing
Senior React Native Developer (React Native + TypeScript),21 000,27 000,PLN,Aleph Zero,Kraków,React Native,,,True,True,https://justjoin.it/job-offer/aleph-zero-senior-react-native-developer-react-native-typescript--krakow-javascript
IT Support Administrator I,9 667,12 167,PLN,Affirm,Warszawa,Mac OS,Okta,SaaS,True,True,https://justjoin.it/job-offer/affirm-it-support-administrator-i-warszawa-support
Senior Go Developer,21 000,33 000,PLN,Callstack,Wrocław,Go,Communication,,True,True,https://justjoin.it/job-offer/callstack-senior-go-developer-wroclaw-go
"Manager, Software Engineering (Onfra Engineering)",29 833,38 166,PLN,Affirm,Warszawa,AWS,SOA,Kubernetes,True,True,https://justjoin.it/job-offer/affirm-manager-software-engineering-onfra-engineering--warszawa-devops
AI Engineer,11 760,16 800,PLN,Finitec Sp. Z o.o.,Warszawa,MongoDB,NLP,JavaScript,True,True,https://justjoin.it/job-offer/finitec-sp-z-o-o--ai-engineer-warszawa-python
AI Engineer,11 760,16 800,PLN,Finitec Sp. Z o.o.,Warszawa,Python,NLP,Node.js,True,True,https://justjoin.it/job-offer/finitec-sp-z-o-o--ai-engineer-warszawa-ai
Product Delivery Manager,11 200,16 000,PLN,TeaCode S.C.,Warszawa,English,Scrum,,True,True,https://justjoin.it/job-offer/teacode-s-c--product-delivery-manager-warszawa-pm
"Data Engineer (GCP, Terraform, DBT)",21 840,26 040,PLN,Holisticon Connect,Wrocław,Terraform,DBT,GCP,True,True,https://justjoin.it/job-offer/holisticon-connect-data-engineer-gcp-terraform-dbt--wroclaw-data-dee088de
Senior Rust Developer (Solana),25 000,33 500,PLN,4soft,Wrocław,Solana,Rust,Merkle Tree,True,True,https://justjoin.it/job-offer/4soft-senior-rust-developer-solana--wroclaw-other
Technical Delivery Lead,18 000,25 000,PLN,AVSystem,Kraków,Linux,Networks,Virtualization,False,False,https://justjoin.it/job-offer/avsystem-technical-delivery-lead-krakow-pm
Business Development Manager (Benelux),8 000,16 000,PLN,Fabres,Poznań,English,,,False,True,https://justjoin.it/job-offer/fabres-business-development-manager-benelux--poznan-other
Senior Fullstack .NET Developer,20 000,28 000,PLN,Medpace,Warszawa,C#,.Net,JavaScript,False,False,https://justjoin.it/job-offer/medpace-senior-fullstack-net-developer-warszawa-net-dd3f7815
Product Designer,10 000,15 000,PLN,Omni Calculator,Kraków,Figma,UI Design,UX/UI,True,True,https://justjoin.it/job-offer/omni-calculator-product-designer-krakow-ux
Tech Lead Manager,53 013,69 324,PLN,Kalepa,Warszawa,Python,AWS,,True,True,https://justjoin.it/job-offer/kalepa-tech-lead-manager-warszawa-javascript
Developer Tech lead,23 000,30 000,PLN,Ingenious.Build,Warszawa,REST,Docker,Git,True,True,https://justjoin.it/job-offer/ingenious-build-engineering-manager-warszawa-php
Web Developer,10 000,17 000,PLN,CodeTwo sp. z o.o. sp. k.,Jelenia Góra,CSS,C#,,True,True,https://justjoin.it/job-offer/codetwo-sp-z-o-o-sp-k--web-developer-jelenia-gora-javascript
Penetration Tester,10 000,18 000,PLN,ISEC,Warszawa,Cybersecurity,,,False,True,https://justjoin.it/job-offer/isec-penetration-tester
Developer C# lub ASP.NET,10 000,17 000,PLN,CodeTwo - HRejterzy,Jelenia Góra,C#.NET,Visual Studio,,True,True,https://justjoin.it/job-offer/codetwo-hrejterzy-software-developer-asp-net-or-c-jelenia-gora
Java Full Stack Developer,20 000,22 000,PLN,DCV Technologies,Warszawa,React,Java,Spring Boot,False,False,https://justjoin.it/job-offer/dcv-technologies-java-full-stack-developer-warszawa-java-8691eeba
Konsultant ds. wdrożeń systemów helpdesk (Implementation Consultant for Helpdesk Systems),8 000,10 000,PLN,Deviniti,Wrocław,Wdrożenia,Helpdesk,Angielski,False,True,https://justjoin.it/job-offer/deviniti-konsultant-ds-wdrozen-itsm-itsm-implementation-consultant--wroclaw-support
Konsultant ds. wdrożeń systemów helpdesk (Implementation Consultant for Helpdesk Systems),8 000,10 000,PLN,Deviniti,Wrocław,Wdrożenia,Angielski,Service Desk,False,True,https://justjoin.it/job-offer/deviniti-konsultant-ds-wdrozen-itsm-itsm-implementation-consultant--wroclaw-admin
Computer Vision Scientist,20 160,25 200,PLN,ITFS,Warszawa,Python,ML,AI,True,True,https://justjoin.it/job-offer/itfs-computer-vision-scientist-warszawa-ai
Golang Developer (Cryptography),21 840,26 040,PLN,ITFS,Warszawa,Golang,Cryptography,,False,True,https://justjoin.it/job-offer/itfs-golang-developer-cryptography--warszawa-go
JS Software Engineer (Angular),17 211,21 514,PLN,Sigli,Poznań,Angular,JavaScript,TypeScript,True,True,https://justjoin.it/job-offer/sigli-js-software-engineer-angular--poznan-javascript
Site Reliability Engineer (SRE),15 000,20 000,PLN,Kevin Edward,Warszawa,SRE,DevOps,Production Support,False,False,https://justjoin.it/job-offer/kevin-edward-site-reliability-engineer-sre--warszawa-devops
Power Platform Developer,18 500,21 800,PLN,ITFS,Warszawa,Copilot,Dataverse,Power Platform,True,True,https://justjoin.it/job-offer/itfs-power-platform-developer-warszawa-other
Unity Team Lead,28 000,32 000,PLN,EER POLAND,Warszawa,Unity,Team Leadership,Unity 3D,False,False,https://justjoin.it/job-offer/eer-poland-unity-team-lead-warszawa-game
Tech Lead/ Typescript Developer,32 000,42 000,PLN,Relout,Warszawa,TypeScript,Node.js,Serverless,True,True,https://justjoin.it/job-offer/relout-tech-lead-typescript-developer-warszawa-javascript
Technical Product Manager,26 000,28 000,PLN,Bytamic Solutions,Poznań,Agile,Product Management,,True,True,https://justjoin.it/job-offer/bytamic-solutions-technical-product-manager-poznan-pm
Regular PHP Developer (Laravel),8 000,12 000,PLN,Albedo Marketing,Poznań,Laravel,PHP,SQL,True,True,https://justjoin.it/job-offer/albedo-marketing-regular-php-developer-laravel--poznan-php
DevOps Engineer,23 500,30 200,PLN,UNIVIO,Warszawa,GitLab,GCP,Cloud,True,True,https://justjoin.it/job-offer/univio-devops-engineer-warszawa-devops-e4a961ca
Manual Tester,12 000,16 000,PLN,Jit Team,Warszawa,ISTQB Foundation,Oracle SQL,Manual Testing,False,False,https://justjoin.it/job-offer/jit-team-manual-tester-warszawa-testing
Senior Data Engineer,18 351,24 467,PLN,N-iX,Kraków,Python,Flink,REST,True,True,https://justjoin.it/job-offer/n-ix-senior-data-engineer-krakow-data-2db3f813
Audit Assistant,23 520,26 880,PLN,Team Up,Warszawa,Audit,English,German,True,True,https://justjoin.it/job-offer/team-up-audit-assistant-warszawa-other
Senior Software Engineer (Java/BloomReach),20 000,27 000,PLN,Grid Dynamics Poland,Gdańsk,Java,Spring Boot,,True,False,https://justjoin.it/job-offer/grid-dynamics-poland-senior-software-engineer-java-bloomreach--gdansk-java
Senior Search Developer,22 000,29 000,PLN,Grid Dynamics Poland,Gdańsk,Solr,English,RESTful,True,False,https://justjoin.it/job-offer/grid-dynamics-poland-senior-search-developer-gdansk-java
Senior Machine Learning Engineer,21 000,30 000,PLN,Grid Dynamics Poland,Gdańsk,Python,Databases,Azure,True,False,https://justjoin.it/job-offer/grid-dynamics-poland-senior-machine-learning-engineer-gdansk-ai
Senior Machine Learning Engineer (Azure),24 000,30 000,PLN,Grid Dynamics Poland,Gdańsk,Azure,Docker,Azure Cloud,True,False,https://justjoin.it/job-offer/grid-dynamics-poland-senior-machine-learning-engineer-azure--gdansk-ai
Machine Learning Architect,24 000,27 000,PLN,Grid Dynamics Poland,Gdańsk,PyTorch,Data Science,Python,True,False,https://justjoin.it/job-offer/grid-dynamics-poland-machine-learning-architect-gdansk-ai
Data Engineer,26 880,33 600,PLN,7N,Gdańsk,Data Lake,Python,Darabricks,True,True,https://justjoin.it/job-offer/7n-data-engineer-gdansk-data-7a3abac6
Senior Fullstack Developer (.Net/Angular),25 200,30 240,PLN,7N,Gdańsk,Angular 2+,.Net,SQL,True,True,https://justjoin.it/job-offer/7n-senior-fullstack-developer-net-angular--gdansk-net
IT Security Specialist,18 000,28 000,PLN,Kolomolo,Kraków,Linux,Network,AWS,True,True,https://justjoin.it/job-offer/kolomolo-it-security-specialist-krakow-security
Korepetytor online - Python i Scratch,3 012,3 442,PLN,KODLAND,Warszawa,HTML5 / CSS3,Python,,True,True,https://justjoin.it/job-offer/kodland-tutor-online-di-scratch-roblox-python-warszawa-python
Fullstack Developer,15 000,18 000,PLN,Antal Sp. z o.o.,Warszawa,Gulp,Webpack,HTML5/CSS,False,False,https://justjoin.it/job-offer/antal-sp-z-o-o--fullstack-developer-warszawa-javascript
👉 Senior Azure Data Engineer (Databricks),22 300,33 700,PLN,Xebia sp. z o.o.,Wrocław,SQL,Python,Spark,True,True,https://justjoin.it/job-offer/xebia-sp-z-o-o---senior-azure-data-engineer-databricks--wroclaw-data
React and Node.js Engineer,17 500,20 500,PLN,Harvey Nash Technology,Warszawa,Kubernetes,PostgreSQL,,False,True,https://justjoin.it/job-offer/harvey-nash-technology-react-and-node-js-engineer-warszawa-other
Product Designer,10 000,16 000,PLN,cyber_folks S.A.,Kraków,WCAG,UX,UI,False,False,https://justjoin.it/job-offer/cyber-folks-s-a--product-designer-krakow-ux
iOS Developer,26 880,29 400,PLN,Avenga,Wrocław,UIKit,REST,iOS,False,True,https://justjoin.it/job-offer/avenga-ios-developer-wroclaw-mobile
Embedded Software Engineer (C++/Python),25 000,35 000,PLN,EER POLAND,Kraków,Python,Real-Time Computing,Low level programming,False,False,https://justjoin.it/job-offer/eer-poland-embedded-software-engineer-c-python--krakow-c
AI/ML/DL Engineer,25 000,35 000,PLN,EER POLAND,Kraków,Python,Machine Learning,PyTorch,False,False,https://justjoin.it/job-offer/eer-poland-ai-ml-dl-engineer-krakow-ai
Fullstack Engineer (.NET/C#),19 000,22 000,PLN,EER POLAND,Warszawa,.NET C#,.Net,C#,False,True,https://justjoin.it/job-offer/eer-poland-fullstack-engineer-net-c--warszawa-net
Software Engineer III (Level 4),17 000,25 000,PLN,Software Mansion,Kraków,Elixir,React Native,TypeScript,True,False,https://justjoin.it/job-offer/software-mansion-software-engineer-iii-level-4--krakow-python
System Administrator,15 120,19 320,PLN,Crestt,Warszawa,Linux,KVM,Docker,False,False,https://justjoin.it/job-offer/crestt-system-administrator-warszawa-admin
Operations Support System (OSS) Team Leader,14 400,21 600,PLN,Crestt,Warszawa,Docker,KVM,Linux,False,False,https://justjoin.it/job-offer/crestt-operations-support-system-oss-team-leader-warszawa-other
Quality Engineer (Java + Selenium) – remote,15 000,17 000,PLN,Crestt,Warszawa,Java,Selenium,Jenkins,False,True,https://justjoin.it/job-offer/crestt-quality-engineer-java-selenium---remote-warszawa-testing
Senior Data Engineer,26 000,30 000,PLN,Hard Rock Digital,Poland (Remote),Git,Snowflake,,True,True,https://justjoin.it/job-offer/hard-rock-digital-senior-data-engineer-poland-remote--data
Tech Lead - Player Success,28 000,33 000,PLN,Hard Rock Digital,Gdańsk,Agile,Lean,Leadership,True,True,https://justjoin.it/job-offer/hard-rock-digital-tech-lead---player-success-gdansk-pm
Java Developer,20 000,23 500,PLN,makeitright,Warszawa,Java,Spring,Maven,False,False,https://justjoin.it/job-offer/makeitright-java-developer-warszawa-java
Data Scientist,19 000,28 000,PLN,Holisticon Connect,Wrocław,AWS,Azure,SQL,True,True,https://justjoin.it/job-offer/holisticon-connect-data-scientist-wroclaw-data
Full-Stack Software Engineer,30 584,37 517,PLN,onsights,Minnetonka,Java,Spring,Kotlin,True,True,https://justjoin.it/job-offer/onsights-full-stack-software-engineer-minnetonka-java
Software Engineer (React),15 000,21 000,PLN,Sparkbyte Solutions Ltd,Warszawa,TypeScript,,,True,True,https://justjoin.it/job-offer/sparkbyte-solutions-ltd-software-engineer-react--warszawa-javascript-b19c196e
Big Data Engineer - Cassandra Ingestion Service,21 000,28 000,PLN,Grid Dynamics Poland,Gdańsk,Kafka,Data,Cassandra,True,False,https://justjoin.it/job-offer/grid-dynamics-poland-big-data-engineer---cassandra-ingestion-service-gdansk-data
Senior AI Research Engineer - Multimodal Generative AI,20 000,24 000,PLN,Grid Dynamics Poland,Gdańsk,AI,ML,Python,True,False,https://justjoin.it/job-offer/grid-dynamics-poland-senior-ai-research-engineer---multimodal-generative-ai-gdansk-ai
Golang Developer,20 160,26 040,PLN,ITFS,Warszawa,Golang,Kubernetes,Docker,False,True,https://justjoin.it/job-offer/itfs-golang-developer-warszawa-go
(ESG) Business Analyst,20 200,22 800,PLN,ITFS,Warszawa,Analiza Biznesowa,ESG,,False,True,https://justjoin.it/job-offer/itfs--esg-business-analyst-warszawa-analytics
PEGA Developer,20 160,23 520,PLN,ITFS,Warszawa,PEGA,,,False,True,https://justjoin.it/job-offer/itfs-pega-developer-warszawa-other
"Fullstack Developer (Python, React) with AI",21 840,28 560,PLN,ITFS,Warszawa,Python,API,React,False,True,https://justjoin.it/job-offer/itfs-fullstack-developer-python-react-with-ai-warszawa-python
Middle AQA (C#) Engineer,12 234,18 351,PLN,N-iX,Kraków,Visual Studio,Jira,SQL,True,True,https://justjoin.it/job-offer/n-ix-middle-aqa-c-engineer-krakow-net
📈Analityk IT📈,9 000,15 000,PLN,Apilo,Kozy,Tworzenie dokumentacji,IT Analysis,E-commerce,True,False,https://justjoin.it/job-offer/apilo--analityk-it--kozy-analytics
Cybersecurity Consultant,30 240,33 600,PLN,emagine Polska,Warszawa,Cybersecurity,Azure,,False,True,https://justjoin.it/job-offer/emagine-polska-cybersecurity-consultant-warszawa-security
Senior Data Platform Engineer (Python),21 000,29 000,PLN,Grid Dynamics Poland,Gdańsk,Data,Python,Amazon AWS,True,False,https://justjoin.it/job-offer/grid-dynamics-poland-senior-data-platform-engineer-python--gdansk-data
Senior Fullstack Developer (Java/React),20 000,27 000,PLN,Grid Dynamics Poland,Gdańsk,JavaScript,Scala,Java,True,False,https://justjoin.it/job-offer/grid-dynamics-poland-senior-fullstack-developer-java-react--gdansk-java
Senior Fullstack Developer (Java/React),19 000,24 000,PLN,Grid Dynamics Poland,Gdańsk,NextJS,Java,ReactJS,True,False,https://justjoin.it/job-offer/grid-dynamics-poland-senior-fullstack-developer-java-react--gdansk-javascript
DevOps Engineer,18 000,21 000,PLN,Grid Dynamics Poland,Gdańsk,Kubernetes,Kafka,Spark,True,False,https://justjoin.it/job-offer/grid-dynamics-poland-devops-engineer-gdansk-devops
Senior Fullstack Developer,26 880,35 280,PLN,j-labs,Kraków,Microservices,Java,Spring,False,False,https://justjoin.it/job-offer/j-labs-senior-fullstack-developer-krakow-java
Senior Python Developer,23 520,27 720,PLN,7N,Warszawa,Python,Flask,Azure,False,False,https://justjoin.it/job-offer/7n-senior-python-developer-warszawa-python
Analityk Biznesowo-Systemowy,16 800,19 200,PLN,Crestt,Warszawa,BPMN,UML,REST,False,True,https://justjoin.it/job-offer/crestt-analityk-biznesowo-systemowy-warszawa-analytics
Mid Backend Developer with Go,17 000,25 000,PLN,Text SA,Warszawa,Golang,Databases,Node.js,True,True,https://justjoin.it/job-offer/text-sa-mid-backend-developer-with-go-warszawa-go
Ekspert/ka ds. inżynierii oprogramowania Python,12 000,21 000,PLN,NASK,Warszawa,Python,Kubernetes,Django,True,False,https://justjoin.it/job-offer/nask-ekspert-ka-ds-inzynierii-oprogramowania-python-warszawa-python
Tricentis Test Engineer,16 000,21 000,PLN,IP Partner,Warszawa,Selenium,CI/CD,,True,True,https://justjoin.it/job-offer/ip-partner-test-automation-engineer-warszawa-testing
ICT Security Officer,25 000,35 000,PLN,Match-Trade Technologies,Poznań,Linux OS Security,Communication Skills,,False,False,https://justjoin.it/job-offer/match-trade-technologies-ict-security-officer-poznan-security
Senior Software Engineer (JavaScript),22 050,31 920,PLN,DNA Technology,Łódź,JavaScript,Node.js,Kubernetes,False,True,https://justjoin.it/job-offer/dna-technology-senior-software-engineer-javascript--lodz-javascript
Mid - Senior Java Developer,10 000,25 000,PLN,Totaldevs,Warszawa,Spring Boot,Spring,Java,False,False,https://justjoin.it/job-offer/totaldevs-mid---senior-java-developer-warszawa-java
.Net Developer,15 000,30 000,PLN,Totaldevs,Warszawa,C#,.Net,MS SQL,False,False,https://justjoin.it/job-offer/totaldevs--net-developer-warszawa-net
Salesforce Solutions Architect,28 545,38 740,PLN,Customertimes,Warszawa,Salesforce,,,False,True,https://justjoin.it/job-offer/customertimes-salesforce-solutions-architect-warszawa-architecture
JavaScript / Frontend Developer - Junior,4 500,9 000,PLN,Parleto,Gdańsk,HTML,CSS,Front-End,False,False,https://justjoin.it/job-offer/parleto-javascript-frontend-developer---junior-gdansk-javascript
JavaScript / Frontend Developer - Mid,9 000,15 000,PLN,Parleto,Gdańsk,HTML,JavaScript,CSS,False,False,https://justjoin.it/job-offer/parleto-javascript-frontend-developer---mid-gdansk-javascript
